jobId,jobTitle,careerCluster,seniorityLevel,description,requiredSkills,skillCount,certifications,topRelatedRoles
job-130-fortify-engineer,Fortify Engineer,Software Development (General),Mid Level,Conducts static/dynamic application security testing using Fortify tools while identifying/remediating vulnerabilities within applications.,Fortify; Static Code Analysis; Security; Vulnerability Management; Software Development; Java; NET; Application Security; Secure Coding,9,Fortify Software Security Center Certification; Certified Ethical Hacker (CEH); Fortify Security Software Certification; Certified Secure Software Lifecycle Professional (CSSLP),Software Developer; Developer; Entry Level Developer; Software Development Manager; IT Engineer
job-131-frameworks-specialist,Frameworks Specialist,General IT & Software,Mid Level,"Specializes in specific frameworks (e.g., React/Angular) by developing applications based on best practices within those frameworks.",React; Angular; Vue.js; Spring Framework; Django; Framework Development; JavaScript; Java; Python; Software Frameworks; Programming Languages; Problem Solving; System Design,13,Framework-Specific Certifications (e.g; React; Angular); Agile Methodologies Certifications; Varies based on framework; recommended: AWS Certified Developer; Google Cloud Professional Developer,
job-132-front-end-developer,Front End Developer,Frontend & Web Development,Mid Level,"Designs and develops user-facing features for web applications using HTML, CSS, and JavaScript. Collaborates with UX/UI designers to implement responsive designs.",JavaScript; HTML; CSS; React; Angular; Vue.js; Node.js; TypeScript; Sass; UI/UX Design; Responsive Design,11,JavaScript Developer Certificate; Front-End Web Developer Nanodegree; Meta Front-End Developer Certificate; Google Mobile Web Specialist,JavaScript Developer; Front End Web Developer; React Developer; Front-End Designer; Junior Front End Developer
job-133-front-end-web-developer,Front End Web Developer,Frontend & Web Development,Mid Level,Creates and maintains the visual components of web applications. Responsible for optimizing applications for maximum speed and scalability.,JavaScript; HTML; CSS; React; Angular; Vue.js; Node.js; TypeScript; Sass; UI/UX Design,10,JavaScript Developer Certificate; Front-End Web Developer Nanodegree,JavaScript Developer; Front End Developer; React Developer; Front-End Designer; Junior Front End Developer
job-134-front-end-designer,Front-End Designer,Frontend & Web Development,Mid Level,Designs the visual elements and user interface of web applications.,HTML; CSS; JavaScript; UI/UX Design; Responsive Design,5,Google Mobile Web Specialist; Microsoft Certified: Power Platform Developer Associate,Front End Developer; React Developer; Junior Web Developer; JavaScript Developer; Front End Web Developer
job-135-full-stack-developer,Full Stack Developer,Backend & Software Development,Mid Level,Develops both front-end and back-end components of web applications. Requires proficiency in multiple programming languages and frameworks.,JavaScript; HTML; CSS; Node.js; React; Angular; Express.js; MongoDB; SQL; Python; Django; DevOps; CI/CD; Back-End Technologies; Database Management,15,Full Stack Web Development Bootcamp; JavaScript Developer Certificate; AWS Certified Developer - Associate; Meta Full Stack Developer Certificate,Full Stack Python Developer/Programmer/Engineer; Ruby on Rails Developer; Full Stack JAVA Developer/Programmer/Engineer; PHP Developer; Python Developer
job-136-full-stack-java-developer-programmer-engineer,Full Stack JAVA Developer/Programmer/Engineer,Backend & Software Development,Mid Level,Designs and develops full-stack applications using Java technologies. Responsible for both server-side logic and user interface design.,Java; Spring Framework; Hibernate; J2EE; SQL; REST APIs; JUnit; Maven; Git; Jenkins; Cloud Computing; Microservices; JavaScript; HTML; CSS; React; Spring,17,Oracle Java Programmer Certification; Spring Framework Certification; Oracle Certified Professional (OCP) - Java SE; AWS Certified Developer - Associate,Java Developer; Full Stack Python Developer/Programmer/Engineer; Ruby on Rails Developer; Full Stack Developer; PHP Developer
job-137-full-stack-python-developer-programmer-engineer,Full Stack Python Developer/Programmer/Engineer,Backend & Software Development,Mid Level,"Creates full-stack applications using Python frameworks (e.g., Django). Responsible for developing both client-side and server-side components.",Python; Django; Flask; REST APIs; SQL; Data Structures; Algorithms; Cloud Computing; Linux; Docker; Git; JavaScript; HTML; CSS; React,15,Python Institute Certifications; Django for Everybody Specialization; Python Institute PCEP & PCAP; AWS Certified Developer - Associate,Python Developer; Ruby on Rails Developer; Full Stack JAVA Developer/Programmer/Engineer; Full Stack Developer; PHP Developer
job-138-game-developer,Game Developer,"Game, VFX & Creative Production",Mid Level,"Designs and develops video games across platforms. Responsible for coding gameplay mechanics, graphics, and user interactions.",Unity; C++; Game Design; Game Engines; C#; VR Development; JavaScript; Unreal Engine; 3D Modeling,9,Unity Certified Developer; Game Design and Development Specialization; Unity Certified Programmer; Unreal Engine Certified Developer,Unity Developer; Visual Effects Animator; VFX Artist; Rigging Artist; Layout Artist
job-139-gcp-devops-engineer,GCP DevOps Engineer,Cloud & DevOps Engineering,Mid Level,"Implements DevOps practices on Google Cloud Platform. Responsible for automating deployments, managing CI/CD pipelines, and ensuring system reliability.",Google Cloud; DevOps; CI/CD; Terraform; Ansible; Docker; Kubernetes; Linux; Automation; Scripting; Google Cloud Platform; DevOps Practices; CI/CD Pipelines,13,Google Cloud Professional DevOps Engineer; Google Cloud Associate Cloud Engineer,Azure DevOps Engineer; AWS DevOps Engineer; Jenkins Engineer; Ansible Operations Engineer; DevOps Architect
job-140-geographic-information-systems-gis-analyst,Geographic Information Systems (GIS) Analyst,General IT & Software,Mid Level,Analyzes spatial data using GIS software to create maps and provide insights.,GIS Software; Spatial Analysis; Cartography; Data Visualization,4,SAP Certified Application Associate; Oracle ERP Cloud Certification,
job-141-gerrit-administrator,Gerrit Administrator,Cloud & DevOps Engineering,Mid Level,"Administers Gerrit code review tool. Responsibilities include managing user access, configuring project settings, and facilitating code reviews.",Gerrit; Git; Code Review; Linux; Automation; Scripting; Version Control,7,Gerrit Code Review Certification (if available); No direct certification; recommended: Google Cloud Professional DevOps Engineer,Gerrit Engineer; GitLab Engineer; Github Engineer; Build Engineer; Bamboo Engineer
job-142-gerrit-engineer,Gerrit Engineer,Cloud & DevOps Engineering,Mid Level,Manages Gerrit code review system to facilitate collaborative development. Responsibilities include configuring projects and managing user access.,Gerrit; Git; Code Review; Linux; Automation; Scripting; Version Control,7,Gerrit Code Review Certification (if available); GitHub Proficiency Certifications,Gerrit Administrator; GitLab Engineer; Github Engineer; Build Engineer; Bamboo Engineer
job-143-git-engineer,Git Engineer,Software Development (General),Mid Level,"Specializes in Git version control systems. Responsible for managing repositories, branching strategies, and ensuring code integrity during development.",Git; Version Control; Branching Strategies; Code Review; CI/CD; Automation; Scripting; Collaboration,8,GitHub Proficiency Certifications; GitLab Certifications; GitHub Certified Developer; GitLab Certified Associate,Bitbucket Engineer; UDeploy Engineer; Powershell Engineer; Software Engineer; New Grad Software Engineer
job-144-github-engineer,Github Engineer,Cloud & DevOps Engineering,Mid Level,"Manages GitHub repositories for version control. Responsibilities include setting up workflows, managing pull requests, and collaborating with teams.",GitHub; Git; Version Control; CI/CD; Automation; Scripting; GitHub Actions; Collaboration Tools; CI/CD Integration,9,GitHub Proficiency Certifications; GitLab Certifications; GitHub Advanced Security Certification; GitHub Actions Professional,GitLab Engineer; Bamboo Engineer; Gerrit Engineer; Gerrit Administrator; Build Engineer
job-145-gitlab-engineer,GitLab Engineer,Cloud & DevOps Engineering,Mid Level,Administers GitLab repositories for version control. Responsible for configuring CI/CD pipelines and managing project settings.,GitLab; Git; Version Control; CI/CD; Automation; Scripting; GitLab CI; CI/CD Pipelines; DevOps Practices,9,GitLab Certified Associate; GitLab CI/CD Certification; GitLab Certified DevOps Professional,Bamboo Engineer; Jenkins Engineer; Github Engineer; Gerrit Engineer; Gerrit Administrator
job-146-gradle-engineer,Gradle Engineer,Cloud & DevOps Engineering,Mid Level,Utilizes Gradle build automation tools to manage project dependencies and build processes. Responsible for optimizing build configurations.,Gradle; Build Automation; Java; Groovy; CI/CD; Version Control; Git; Software Configuration Management,8,Gradle Certification; Java Developer Certification; No direct certification; recommended: Oracle Certified Professional (OCP) - Java; AWS Certified Developer - Associate,MAVEN Engineer; TeamCity Engineer; Build Engineer; Bamboo Engineer; Senior Build Engineer
job-147-grafana-engineer,Grafana Engineer,Cloud & DevOps Engineering,Mid Level,Implements Grafana dashboards for data visualization. Responsible for monitoring metrics from various sources to provide insights into system performance.,Grafana; Data Visualization; Monitoring; Alerting; Metrics; Dashboards; Linux; Cloud Computing; System Performance,9,Grafana Certified Associate; Monitoring and Observability Certifications; Grafana Cloud Certified Specialist,Datadog Engineer; Prometheus Engineer; New Relic Engineer; Nagios Engineer; AppDynamics Engineer
job-148-graphic-effects-supervisor,Graphic Effects Supervisor,"Game, VFX & Creative Production",Mid Level,"Supervises visual effects projects, ensuring technical and artistic quality.",Visual Effects Supervision; Team Leadership; Technical Expertise; Project Management,4,SideFX Houdini FX Certification; Autodesk 3ds Max Certification,Art Director; Animation Director; Effects Technical Director (FX TD)
job-149-groovy-engineer,Groovy Engineer,Cloud & DevOps Engineering,Mid Level,Develops scripts using Groovy programming language to automate tasks within Java applications or build processes.,Groovy; Scripting; Jenkins; Automation; Java; Build Automation; Software Development,7,Groovy Certification; Java Developer Certification; No direct certification; recommended: Oracle Certified Professional (OCP) - Java; Apache Groovy Developer Certificate,Jenkins Engineer; Gradle Engineer; Build Engineer; Senior Build Engineer; Cloud System Engineer
job-150-help-desk-technician,Help Desk Technician,IT Support & Operations,Mid Level,"Provides technical support to end-users, resolving hardware and software issues.",Technical Support; Troubleshooting; Customer Service; Hardware/Software,4,Esri GIS Certification; GISP (Certified GIS Professional),IT Support Specialist; Computer Support Specialist; Technology Assistant; IT Technician; IT Apprentice
job-151-identity-and-access-management-specialist,Identity and Access Management Specialist,Cybersecurity,Mid Level,"Manages identity and access control systems, ensuring secure access to resources.",IAM Systems; Security Protocols; Authentication; Authorization,4,CompTIA A+; Microsoft 365 Certified: Modern Desktop Administrator Associate,Security Engineer; Network Security Engineer; Mobile Security Specialist; IT Security Specialist; Infosec Analyst/Cybersecurity Analyst
job-152-implementation-director,Implementation Director,Executive & Technology Leadership,Executive / Director,"Manages IT project implementations, leading teams and ensuring successful deployments.",Implementation Management; Project Management; Team Leadership; Communication,4,PMP (Project Management Professional); Certified SAFe 6 Agilist,Integration Director; Technology Manager; IT Director; Director Oracle; Director Business Systems
job-153-information-architect,Information Architect,UX/UI & Product Design,Senior,Designs information systems that provide clear navigation structures for users. Works on organizing content effectively across digital platforms.,Information Architecture; UI/UX Design; User Research; Wireframing; Prototyping; Content Strategy; User Experience Design; Taxonomy,8,Certified Information Architect (CIA); User Experience Professional Certification; TOGAF Certified Enterprise Architect; IAAP Certified Professional in Accessibility Core Competencies (CPACC),Interaction Designer; UX Designer; UX/UI Specialist; UX/UI Designer; UI (User Interface) Designer
job-154-information-management-systems-director,Information Management Systems Director,Executive & Technology Leadership,Executive / Director,"Manages information management systems, ensuring data is accessible and secure.",Information Management; Systems Administration; Data Management; Compliance,4,Certified Information Systems Auditor (CISA); Data Management Association (DAMA) Certification,
job-155-information-security-analyst,Information Security Analyst,Cybersecurity,Mid Level,Protects an organization’s computer systems by implementing security measures. Responsibilities include monitoring networks for security breaches.,Security; Network Security; Firewalls; IDS/IPS; Vulnerability Management; Penetration Testing; Security Auditing; Security Protocols; Threat Analysis; Compliance; Incident Response,11,Certified Information Systems Security Professional (CISSP); Certified Ethical Hacker (CEH); CompTIA Security+,Security Specialist; Infosec Analyst/Cybersecurity Analyst; Cybersecurity Specialist; Cybersecurity Analyst; Security Engineer
job-156-information-technology-analyst,Information Technology Analyst,Cloud & DevOps Engineering,Mid Level,"Analyzes IT systems and processes, recommending improvements and providing IT consulting services.",IT Analysis; Requirements Gathering; Process Improvement; IT Consulting,4,ITIL 4 Foundation; CompTIA IT Fundamentals,Senior IT Consultant
job-157-infosec-analyst-cybersecurity-analyst,Infosec Analyst/Cybersecurity Analyst,Cybersecurity,Mid Level,Protects computer systems and networks from cyber threats.,Security Protocols; Threat Analysis; Compliance; Incident Response,4,Certified Information Systems Security Professional (CISSP); CompTIA Security+,Cybersecurity Specialist; Cybersecurity Analyst; Security Engineer; IT Security Specialist; Cybersecurity Engineer
job-158-infrastructure-architect,Infrastructure Architect,Cloud & DevOps Engineering,Senior,"Designs and plans IT infrastructure, ensuring scalability, reliability, and security.",System Architecture; Cloud Computing; Networking; Security,4,Certified Identity and Access Manager (CIAM); Okta Certified Professional,Istio Engineer; DevOps Architect; Kubernetes Engineer; kubernetes Administrator; Envoy Engineer
job-159-integration-director,Integration Director,Executive & Technology Leadership,Executive / Director,"Manages integration projects, leading teams and ensuring successful integration.",Integration Management; Project Management; Team Leadership; Communication,4,IBM Certified Integration Architect; AWS Certified Solutions Architect - Professional,Implementation Director; Technology Manager; IT Director; Director Oracle; Director Business Systems
job-160-intelligence-specialist,Intelligence Specialist,Data Science & Analytics,Mid Level,Gathers and analyzes intelligence data to support security and decision-making.,Data Analysis; Intelligence Gathering; Reporting; Security,4,Certified Intelligence Analyst (CIA); GIAC Intelligence Analyst (GCTI),Power BI Analyst; Data Science Specialist; Computer and Information Research Scientist; Business Intelligence Analyst; Computer Research Scientist
job-161-interaction-designer,Interaction Designer,UX/UI & Product Design,Mid Level,Focuses on creating engaging interfaces that enhance user experience. Responsibilities include conducting user research and usability testing.,Interaction Design; UI/UX Design; Prototyping; User Research; Wireframing; Usability Testing,6,Interaction Design Foundation Certifications; Certified Usability Analyst (CUA); Nielsen Norman Group UX Certification; Google UX Design Professional Certificate,UX Designer; UX/UI Specialist; UX/UI Designer; UI (User Interface) Designer; Information Architect
job-162-internet-engineer,Internet Engineer,Software Development (General),Mid Level,"Designs, implements, and manages internet infrastructure.",Networking Protocols; Internet Technologies; System Administration; Security,4,Cisco Certified Internetwork Expert (CCIE); AWS Certified Advanced Networking - Specialty,IT Engineer; Fortify Engineer; ELK Engineer
job-163-internet-of-things-iot-developer,INTERNET OF THINGS (IoT) DEVELOPER,Blockchain & Emerging Tech,Mid Level,"Develops applications for IoT devices and platforms, connecting devices and analyzing data.",IoT Platforms; Embedded Systems; Sensor Technology; Programming Languages,4,AWS Certified Solutions Architect - Professional; Google Professional Cloud Architect,Robotics Engineer
job-164-ios-developer,IOS Developer,Mobile Development,Mid Level,Develops mobile applications for iOS devices using Swift or Objective-C. Responsible for implementing UI designs and ensuring app performance.,Swift; Objective-C; iOS SDK; XCode; UI/UX Design; REST APIs; SQL; Mobile Development; Mobile App Development,9,Apple Certified iOS Developer; iOS App Development Bootcamp; Meta iOS Developer Certificate,Android Developer; Junior IOS Developer; Mobile App Developer; Mobile Application Developer; Mobile Developer
job-165-istio-engineer,Istio Engineer,Cloud & DevOps Engineering,Mid Level,"Implements service mesh solutions using Istio to manage microservices communication. Focuses on traffic management, security policies, and observability.",Istio; Service Mesh; Kubernetes; Docker; Cloud Computing; Networking; Traffic Management; Security,8,Istio Certification (if available); Cloud Native Computing Foundation Certifications; No direct certification; recommended: Kubernetes Certified Administrator (CKA); Certified Kubernetes Security Specialist (CKS),Envoy Engineer; Kubernetes Engineer; kubernetes Administrator; Infrastructure Architect; Senior DevOps Architect
job-166-it-apprentice,IT Apprentice,IT Support & Operations,Entry Level,"Provides technical support to end-users, learning IT concepts and developing technical skills.",Technical Support; Troubleshooting; Learning Agility; Customer Service,4,CompTIA IT Fundamentals+; Google IT Support Certificate,IT Support Specialist; Help Desk Technician; Computer Support Specialist; Technology Assistant; IT Technician
job-167-it-auditor,IT Auditor,General IT & Software,Mid Level,Conducts IT audits to ensure compliance and identify security risks.,IT Auditing; Compliance; Risk Management; Security,4,Microsoft Certified: Azure IoT Developer Specialty; AWS Certified IoT Specialty,
job-168-it-director,IT Director,Executive & Technology Leadership,Executive / Director,"Manages IT teams and projects, ensuring efficient operations.",IT Management; Team Leadership; Budgeting; Project Management,4,ITIL 4 Managing Professional; Certified Information Security Manager (CISM),Technology Manager; Director Oracle; Integration Director; Implementation Director; Director Hardware
job-169-it-engineer,IT Engineer,Software Development (General),Mid Level,"Engineers IT systems, ensuring scalability, reliability, and security.",System Engineering; Networking; Cloud Computing; Security,4,AWS Certified Solutions Architect; Cisco Certified Network Associate (CCNA),Systems Engineer; Internet Engineer; ELK Engineer; Powershell Engineer; Fortify Engineer
job-170-it-manager,IT Manager,Cybersecurity,Lead / Manager,"Oversees IT operations within an organization. Responsibilities include managing IT staff, budgeting, and ensuring alignment with business goals.",Project Management; Team Leadership; Agile Methodologies; Budgeting; IT Infrastructure; Networking; Cloud Computing; Cybersecurity; IT Management,9,Project Management Professional (PMP); ITIL Foundation Certification; ITIL 4 Managing Professional; Certified Information Technology Manager (CITM),Security Manager; Machine Learning Engineer for Cybersecurity
job-171-it-program-engagement-director,IT Program Engagement Director,Executive & Technology Leadership,Executive / Director,"Manages IT program engagements, building customer relationships and leading teams.",IT Program Management; Customer Relationship Management; Stakeholder Management; Team Leadership,4,PMP (Project Management Professional); ITIL 4 Strategic Leader,Technology Manager; IT Director; Integration Director; Implementation Director; Director Oracle
job-172-it-sales-director,IT Sales Director,Sales & Technical Consulting,Executive / Director,"Leads IT sales teams, developing sales strategies and managing customer relationships.",Sales Leadership; Sales Strategy; Customer Relationship Management; Team Management,4,Salesforce Sales Cloud Consultant; Microsoft Certified: Dynamics 365 Sales Functional Consultant,IT Sales Executive
job-173-it-sales-executive,IT Sales Executive,Sales & Technical Consulting,Mid Level,"Sells technology solutions, developing sales strategies and building customer relationships.",Sales; Technology Solutions; Customer Relationship Management; Sales Strategy,4,HubSpot Inbound Sales Certification; AWS Business Professional Accreditation,IT Sales Director
job-174-it-security-specialist,IT Security Specialist,Cybersecurity,Mid Level,Implements and manages security measures to protect computer systems and networks.,Security Protocols; Threat Analysis; Compliance; Risk Management,4,Certified Information Security Manager (CISM); GIAC Security Leadership Certification (GSLC),Security Engineer; Infosec Analyst/Cybersecurity Analyst; Cybersecurity Specialist; Cybersecurity Engineer; Cybersecurity Analyst
job-175-it-support-specialist,IT Support Specialist,IT Support & Operations,Mid Level,"Provides technical support to end-users, resolving hardware and software issues.",Technical Support; Troubleshooting; Customer Service; Hardware/Software,4,CompTIA A+; Microsoft 365 Certified: Modern Desktop Administrator Associate,Help Desk Technician; Computer Support Specialist; Technology Assistant; IT Technician; IT Apprentice
job-176-it-systems-administrator,IT Systems Administrator,Networking & Systems Administration,Mid Level,"Manages and maintains IT systems, ensuring stability and performance.",System Administration; Linux/Windows Servers; Troubleshooting; Scripting,4,Microsoft Certified: Azure Administrator Associate; Red Hat Certified System Administrator (RHCSA),Linux Administrator; Network and Systems Administrator; Computer Network Specialist; Systems Administrator; Entry Level Network Engineer
job-177-it-technician,IT Technician,IT Support & Operations,Mid Level,"Provides technical support to end-users, resolving hardware and software issues.",Technical Support; Troubleshooting; Hardware/Software; Networking,4,CompTIA A+; Microsoft 365 Certified: Modern Desktop Administrator Associate,Technology Assistant; IT Support Specialist; Help Desk Technician; Computer Support Specialist; IT Apprentice
job-178-iteration-manager,Iteration Manager,Product & Project Management,Lead / Manager,"Facilitates agile development teams, ensuring efficient iteration and collaboration.",Agile Methodologies; Scrum; Kanban; Team Facilitation,4,SAFe 6 Agilist Certification; Certified Scrum Professional (CSP),Agile Project Manager; Product Manager
job-179-jacoco-engineer,JaCoCO Engineer,QA & Testing,Mid Level,Utilizes JaCoCO to measure code coverage in Java applications. Responsible for integrating coverage reporting into CI/CD pipelines.,JaCoCO; Code Coverage; Java; Testing; Quality Assurance; CI/CD; Java Testing; Software Quality,8,Java Developer Certification; JUnit Certification; No direct certification; recommended: ISTQB Certified Tester - Advanced Level; Java Certified Developer,JUnit Engineer; Coverage.py Engineer; PyTest Engineer; Selenium Engineer; QA Engineer
job-180-java-architect,Java Architect,Backend & Software Development,Senior,"Designs and leads the development of Java-based systems, ensuring scalability and maintainability.",Java; System Architecture; Design Patterns; Cloud Computing,4,Certified Information Systems Auditor (CISA),Software Architect; Python Architect; Java Developer; Full Stack JAVA Developer/Programmer/Engineer; Programmer
job-181-java-developer,Java Developer,Backend & Software Development,Mid Level,"Develops software applications using Java programming language. Responsibilities include writing code, debugging, and collaborating with team members on projects.",Java; Spring Framework; Hibernate; J2EE; SQL; REST APIs; JUnit; Maven; Git; Jenkins; Cloud Computing; Microservices; Spring; Software Development; Object-Oriented Programming,15,Oracle Certified Professional; Java SE Programmer; Spring Framework Certification; Oracle Certified Professional (OCP) - Java SE; AWS Certified Developer - Associate,Full Stack JAVA Developer/Programmer/Engineer; C# Developer; Python Developer; Full Stack Python Developer/Programmer/Engineer; Ruby on Rails Developer
job-182-javascript-developer,JavaScript Developer,Frontend & Web Development,Mid Level,Creates interactive web applications using JavaScript frameworks/libraries like React or Angular. Focuses on front-end development best practices.,JavaScript; HTML; CSS; React; Angular; Vue.js; Node.js; TypeScript; Sass; UI/UX Design,10,JavaScript Developer Certificate; Certified JavaScript Developer,Front End Web Developer; Front End Developer; React Developer; Front-End Designer; Junior Front End Developer
job-183-jenkins-engineer,Jenkins Engineer,Cloud & DevOps Engineering,Mid Level,Manages Jenkins CI/CD server to automate software builds/deployments. Responsibilities include configuring jobs/plugins and maintaining build pipelines.,Jenkins; CI/CD; Automation; Groovy; Scripting; Linux; Docker; Kubernetes; Build Automation; Version Control; CI/CD Pipelines; DevOps Practices,12,Certified Jenkins Engineer; AWS Certified DevOps Engineer – Professional; Certified Jenkins Engineer (CJE),GCP DevOps Engineer; Build and Release Engineer; Azure DevOps Engineer; AWS DevOps Engineer; Senior Build and Release Engineer
job-184-jira-administrator,Jira Administrator,Cloud & DevOps Engineering,Mid Level,"Manages Jira project management tool. Responsibilities include configuring workflows, managing user permissions, and supporting teams in Agile methodologies.",Jira; Atlassian Suite; Agile Methodologies; Workflow Configuration; User Management; Project Management,6,Atlassian Jira Administration Certification; AgilePM Certification; Atlassian Certified Jira Administrator,JIRA Engineer; Confluence Engineer; Senior IT Consultant; Cloud Migration Specialist; Bamboo Engineer
job-185-jira-engineer,JIRA Engineer,Cloud & DevOps Engineering,Mid Level,"Administers JIRA project management tool to support Agile teams. Responsibilities include configuring workflows, managing projects, and providing user support.",Jira; Atlassian Suite; Agile Methodologies; Workflow Configuration; User Management; Project Management,6,Atlassian Jira Administration Certification; AgilePM Certification,Jira Administrator; Confluence Engineer; Senior IT Consultant; Cloud Migration Specialist; Bamboo Engineer
job-186-jr-developer,Jr Developer,Software Development (General),Entry Level,Assists in software development tasks under supervision while gaining practical experience in coding/debugging practices.,JavaScript; Java; Python; Git; SQL; HTML; CSS; Data Structures; Algorithms,9,CompTIA IT Fundamentals+; Coding Bootcamp Certificates,New Grad Software Engineer; Junior Software Engineer; Junior Software Developer; Junior Developer; Entry Level Software Engineer
job-187-junior-developer,Junior Developer,Software Development (General),Entry Level,Supports development teams by writing code under guidance while learning best practices in software development.,JavaScript; Java; Python; Git; SQL; HTML; CSS; Data Structures; Algorithms,9,CompTIA IT Fundamentals+; Coding Bootcamp Certificates,New Grad Software Engineer; Junior Software Engineer; Junior Software Developer; Jr Developer; Entry Level Software Engineer
job-188-junior-front-end-developer,Junior Front End Developer,Frontend & Web Development,Entry Level,Assists in developing front-end components of web applications while learning HTML/CSS/JavaScript.,JavaScript; HTML; CSS; React; Vue.js; Git; UI/UX Basics; Basic Web Development; Learning Agility,9,HTML/CSS/JavaScript Certifications; Front-End Web Development Bootcamp; Google Mobile Web Specialist; Meta Front-End Developer Certificate,Entry Level Web Developer; Junior Web Developer; React Developer; JavaScript Developer; Front End Web Developer
job-189-junior-ios-developer,Junior IOS Developer,Mobile Development,Entry Level,Supports iOS application development efforts while gaining hands-on experience with Swift/Objective-C.,Swift; Objective-C; iOS SDK; XCode; UI/UX Basics; Git; Basic Mobile App Development; Learning Agility,8,Apple Certified iOS Developer; iOS App Development Bootcamp; Meta iOS Developer Certificate,IOS Developer; Mobile Application Developer; Mobile App Developer
job-190-junior-software-developer,Junior Software Developer,Software Development (General),Entry Level,Participates in software development projects while gaining practical experience through coding/debugging tasks.,JavaScript; Java; Python; Git; SQL; HTML; CSS; Data Structures; Algorithms,9,CompTIA IT Fundamentals+; Coding Bootcamp Certificates,New Grad Software Engineer; Junior Software Engineer; Junior Developer; Jr Developer; Entry Level Software Engineer
job-191-junior-software-engineer,Junior Software Engineer,Software Development (General),Entry Level,Assists in engineering tasks related to software development while learning from experienced team members.,JavaScript; Java; Python; Git; SQL; HTML; CSS; Data Structures; Algorithms,9,CompTIA IT Fundamentals+; Coding Bootcamp Certificates,New Grad Software Engineer; Junior Software Developer; Junior Developer; Jr Developer; Entry Level Software Engineer
job-192-junior-web-developer,Junior Web Developer,Frontend & Web Development,Entry Level,Supports web development efforts by writing basic code under supervision while learning front-end/back-end technologies.,HTML; CSS; JavaScript; Git; Web Development Fundamentals; UI/UX Basics,6,HTML/CSS/JavaScript Certifications; Front-End Web Development Bootcamp,Entry Level Web Developer; Junior Front End Developer; React Developer; Front-End Designer; JavaScript Developer
job-193-junit-engineer,JUnit Engineer,QA & Testing,Mid Level,Utilizes JUnit framework to write unit tests for Java applications. Responsibilities include ensuring code quality through automated testing.,JUnit; Java; Testing; Unit Testing; Test Automation; CI/CD; Java Testing; Software Quality,8,JUnit Certification; Java Developer Certification; No direct certification; recommended: Oracle Certified Professional (OCP) - Java; ISTQB Certified Tester,JaCoCO Engineer; PyTest Engineer; Selenium Engineer; Coverage.py Engineer; QA Engineer
job-194-knowledge-manager,Knowledge Manager,Executive & Technology Leadership,Lead / Manager,"Manages knowledge assets, ensuring information is accessible and organized.",Knowledge Management; Information Architecture; Collaboration; Documentation,4,Knowledge-Centered Service (KCS) Certification; Certified Knowledge Manager (CKM),
job-195-kubernetes-administrator,kubernetes Administrator,Cloud & DevOps Engineering,Mid Level,"Manages and maintains Kubernetes clusters, ensuring high availability, scalability, and security of containerized applications. Works closely with DevOps, development, and IT teams to deploy, troubleshoot, and optimize Kubernetes-based infrastructure.",Kubernetes; Docker; Linux; Cloud Computing; AWS; Azure; Networking; CI/CD; Automation; Security,10,Certified Kubernetes Administrator (CKA)/Certified Kubernetes Security Specialist (CKS)/AWS Certified Kubernetes Specialist /Red Hat Certified Specialist in OpenShift,Kubernetes Engineer; Senior DevOps Architect; DevOps Architect; DevOps Engineer; OpenShift Engineer
job-196-kubernetes-engineer,Kubernetes Engineer,Cloud & DevOps Engineering,Mid Level,Designs and implements Kubernetes solutions for container orchestration while ensuring high availability of services.,Kubernetes; Docker; Linux; Cloud Computing; AWS; Azure; Networking; CI/CD; Automation; Security,10,Certified Kubernetes Administrator (CKA); Docker Certified Associate,kubernetes Administrator; Senior DevOps Architect; DevOps Architect; DevOps Engineer; OpenShift Engineer
job-197-kubernetes-operations-engineer,Kubernetes Operations Engineer,Site Reliability & Platform Engineering,Mid Level,"Manages Kubernetes clusters for container orchestration. Responsibilities include deploying applications, monitoring cluster health, and troubleshooting issues.",Kubernetes; Docker; Linux; Cloud Computing; AWS; Azure; Networking; CI/CD; Automation; Security; Container Orchestration; DevOps Practices,12,Certified Kubernetes Administrator (CKA); CNCF Kubernetes Security Specialist (CKS); Kubernetes Certified Administrator (CKA); Certified Kubernetes Security Specialist (CKS),Site Reliability Engineer (Kubernetes – Docker); Senior SRE Engineer; Senior SRE Architect; SRE Architect; SRE Engineer
job-198-layout-artist,Layout Artist,"Game, VFX & Creative Production",Mid Level,"Creates layouts for animated scenes, determining camera angles and composition.",Layout; Cinematography; 3D Modeling; Visual Storytelling,4,Autodesk Maya Certified User; Concept Art Academy Certification,Visual Effects Animator; VFX Artist; Rigging Artist; Unity Developer; Game Developer
job-199-lead-programmer,Lead Programmer,Backend & Software Development,Lead / Manager,"Leads programming teams, providing technical guidance and mentoring team members.",Programming Languages; Software Development; Team Leadership; Mentoring,4,Microsoft Certified: Azure Developer Associate; Google Professional Cloud Developer,Software Development Engineer; Coder; Computer Programmer; Software Architect; Firmware Manager
job-200-linux-administrator,Linux Administrator,Networking & Systems Administration,Mid Level,"Manages and maintains Linux servers, ensuring system stability and security.",Linux Servers; System Administration; Scripting; Troubleshooting,4,Oracle Certified Master (OCM) - Java EE Enterprise Architect,IT Systems Administrator; Network and Systems Administrator; Computer Network Specialist; Systems Administrator; Entry Level Network Engineer
